start,end,sent,mention,labels,pos,ner,type,ner2
7,8,"The landscape was beautiful here , all vivid colours ,",vivid,/organization /organization/company,"DT NN VBD JJ RB , DT JJ NNS ,",O O O O O O O O O O,O O O O O O O O O O,O O O O O O O O O O
8,9,"Two months ago , the Kursk , a Russian nuclear submarine went down in the Barents Sea during military exercises .",Russian,/location/country /location,"CD NNS RB , DT NNP , DT JJ JJ NN VBD RB IN DT NNP NNP IN JJ NNS .",O O O O O O O O O O O O O O O LOCATION LOCATION O O O O,/other/datetime/date /other/datetime/date /other/datetime/date O O /location/city O O /bio/nationality O O O O O O /location /location O O O O,DATE DATE DATE O O O O O NATIONALITY O O O O O O LOCATION LOCATION O O O O
13,14,So she was born last Shavuos % eh % mm you know % uh the year and some ago,uh,/organization/education /organization,IN PRP VBD VBN JJ NNP NN UH NN NN PRP VBP NN UH DT NN CC DT IN,O O O O O PERCENT PERCENT PERCENT PERCENT O O PERCENT PERCENT O O O O O O,O /contact/name O O O /other/percent /other/percent /other/percent /other/percent O O /other/percent /other/percent O /other/organization /other/organization O O O,O O O O O PERCENT PERCENT PERCENT PERCENT O O PERCENT PERCENT O DATE DATE O O O
12,13,"The Senate is expected to consider the bill shortly , says the senator 's spokesman .",senator,/organization/government /person/artist/author /organization /person/artist /person,"DT NNP VBZ VBN TO VB DT NN RB , VBZ DT NN POS NN .",O ORGANIZATION O O O O O O O O O O O O O O,O /other/organization O O O O O O O O O O /contact/salutation O /contact/salutation O,O ORGANIZATION O O O O O O O O O O TITLE O TITLE O
10,11,"They did n't want to hear my reasoning , instead expecting me to sum up predictions in real estate price trends in one simple sentence .",expecting,/other/health/malady /other/health,"PRP VBD RB VB TO VB PRP$ NN , RB VBG PRP TO VB RP NNS IN JJ NN NN NNS IN CD JJ NN .",O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O O O /other/number O O O,O O O O O O O O O O O O O O O O O O O O O O NUMBER O O O
7,8,A spokesman for New York City Comptroller Harrison Goldin said the high rates reflect investors concerns about the city 's financial health and political uncertainties .,Harrison,/person/artist/author /person/artist/actor /person/artist /person/artist/music /person,DT NN IN NNP NNP NNP NNP NNP NNP VBD DT JJ NNS VBP NNS NNS IN DT NN POS JJ NN CC JJ NNS .,O O O LOCATION LOCATION LOCATION O PERSON PERSON O O O O O O O O O O O O O O O O O,O /contact/salutation O /location/city /location/city /location/city /contact/name /contact/name /contact/name O O O O O O O O O O O O O O O O O,O TITLE O CITY CITY CITY TITLE PERSON PERSON O O O O O O O O O O O O O O O O O
6,7,Prosecutors again will argue against the motion .,motion,/other/art /other/art/film,NNS RB MD VB IN DT NN .,O O O O O O O O,O O O O O O O O,O O O O O O O O
13,14,"By 1973 , after their second child was born , it had become clear to Ms. Volokh and her husband Vladimir , a computer scientist , that they wanted to leave the U.S.S.R .",clear,/other/health/malady /other/health,"IN CD , IN PRP$ JJ NN VBD VBN , PRP VBD VBN JJ TO NNP NNP CC PRP$ NN NNP , DT NN NN , IN PRP VBD TO VB DT NNP .",O DATE O O O O O O O O O O O O O O PERSON O O O PERSON O O O O O O O O O O O O O,O /other/datetime/date O O O /other/number O O O O O O O O O O /contact/name O /contact/name O /contact/first_name O O /contact/salutation /contact/salutation O O O O O O O /location O,O DATE O O O ORDINAL O O O O O O O O O O PERSON O O O PERSON O O TITLE TITLE O O O O O O O LOCATION O
0,1,He 's urging both sides to return to the negotiating table `` sooner rather than later . '',He,/person /person/title /other/supernatural,PRP VBZ VBG DT NNS TO VB TO DT NN NN `` RBR RB IN RB . '',O O O O O O O O O O O O O O O O O O,/contact/salutation O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O
6,7,"While Jesus was still speaking , Judas , one of the twelve apostles came there .",Judas,/person,"IN NNP VBD RB VBG , NNP , CD IN DT CD NNS VBD RB .",O O O O O O ORGANIZATION O O O O O O O O O,O /contact/first_name O O O O /contact/first_name O /other/number O O /other/number O O O O,O PERSON O O O O PERSON O NUMBER O O NUMBER O O O O
4,5,"The group led by Birmingham , Mich. , publicist William D. McMaster did n't name an investment banker backing the deal or say how much its members will contribute to the offer .",Birmingham,/location/city /location,"DT NN VBN IN NNP , NNP , NN NNP NNP NNP VBD RB VB DT NN NN VBG DT NN CC VB WRB JJ PRP$ NNS MD VB TO DT NN .",O O O O LOCATION O LOCATION O O PERSON PERSON PERSON O O O O O O O O O O O O O O O O O O O O O,O O O O /location/city O /location/province O /contact/salutation /contact/name /contact/name /contact/name O O O O /contact/salutation /contact/salutation O O O O O O O O O O O O O O O,O O O O CITY O STATE_OR_PROVINCE O TITLE PERSON PERSON PERSON O O O O TITLE TITLE O O O O O O O O O O O O O O O
2,3,"If these assumptions hold , voters in races for Congress face what in economic theory is called a prisoner 's dilemma and have an incentive , at the margin , to lean Democratic .",assumptions,/organization/education /organization,"IN DT NNS VBP , NNS IN NNS IN NNP VBP WP IN JJ NN VBZ VBN DT NN POS NN CC VBP DT NN , IN DT NN , TO VB JJ .",O O O O O O O O O ORGANIZATION O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O /other/organization O O O O O O O O O O O O O O O O O O O O O O /interest/ideology O,O O O O O O O O O ORGANIZATION O O O O O O O O O O O O O O O O O O O O O O IDEOLOGY O
0,1,"If the army is disciplined and honourable it is designed to prevent such excesses , designed to produce fearsome perfect warriors who will kill you in a million different ways , but only if you are evil and fight them .",If,/other/art /other/art/music,"IN DT NN VBZ VBN CC JJ PRP VBZ VBN TO VB JJ NNS , VBN TO VB JJ JJ NNS WP MD VB PRP IN DT CD JJ NNS , CC RB IN PRP VBP JJ CC VB PRP .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O O O O O O O O /other/number O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O O O O O O O O NUMBER O O O O O O O O O O O O O
6,7,"My friends , do n't be surprised at the painful things that you are now suffering , which are testing your faith .",surprised,/other/event /other/event/violent_conflict,"PRP$ NNS , VBP RB VB VBN IN DT JJ NNS IN PRP VBP RB VBG , WDT VBP VBG PRP$ NN .",O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O /other/organization/company/fortune1000 O O O O O O O O,O O O O O O O O O O O O O O DATE O O O O O O O O
28,29,"Prime Minister Ehud Barak defends Israel 's bombardment of Palestinian targets in the Gaza Strip in response to a bomb attack on a school bus in Gaza that killed two Jewish settlers and injured at least nine , some of them children .",killed,/other/event /other/event/violent_conflict,"NNP NNP NNP NNP VBZ NNP POS NN IN JJ NNS IN DT NNP NNP IN NN TO DT NN NN IN DT NN NN IN NNP WDT VBD CD JJ NNS CC VBN IN JJS CD , DT IN PRP NNS .",O O PERSON PERSON O LOCATION O O O O O O O LOCATION LOCATION O O O O O O O O O O O LOCATION O O O O O O O O O O O O O O O O,/contact/salutation /contact/salutation /contact/name /contact/name O /location/country O O O /bio/nationality O O O /location /location O O O O O /bio/cause_of_death O O O O O /location/province O O /other/number /interest/religion O O O O O /other/number O O O O O O,TITLE TITLE PERSON PERSON O COUNTRY O O O NATIONALITY O O O LOCATION LOCATION O O O O O CAUSE_OF_DEATH O O O O O LOCATION O O NUMBER RELIGION O O O O O NUMBER O O O O O O
9,10,"When moving the chair , Qingqing pushed it : Some children in our class move chairs just like that .",Some,/other/living_thing,"WRB VBG DT NN , VBG VBN PRP : DT NNS IN PRP$ NN NN NNS RB IN DT .",O O O O O O O O O O O O O O O O O O O O,O O O O O /contact/first_name O O O O O O O O O O O O O O,O O O O O PERSON O O O O O O O O O O O O O O
19,20,"Haditha is n't Abu Sifa where , according to Iraqi police , US forces '' on a rampage '' executed a family of 11 , then bombed their house , burned their cars and slaughtered their animals .",executed,/other/event /other/event/protest,"NNP VBZ RB NNP NNP WRB , VBG TO JJ NNS , NNP NNS '' IN DT NN '' VBD DT NN IN CD , RB VBD PRP$ NN , VBD PRP$ NNS CC VBD PRP$ NNS .",LOCATION O O PERSON PERSON O O O O O O O LOCATION O O O O O O O O O O O O O O O O O O O O O O O O O,O O O /location /location O O O O /bio/nationality O O /location/country O O O O O O O O O O /other/number O O O O O O O O O O O O O O,O O O LOCATION LOCATION O O O O NATIONALITY O O COUNTRY O O O O O O O O O O NUMBER O O O O O O O O O O O O O O
5,6,"Then Saul knew it was Samuel , and he bowed down .",Samuel,/other/art /other/art/writing,"RB NNP VBD PRP VBD NNP , CC PRP VBD RP .",O PERSON O O O PERSON O O O O O O,O /contact/salutation O O O /contact/first_name O O O O O O,O PERSON O O O PERSON O O O O O O
22,24,"-LSB- dasanicool -RSB- In this subdivision , rental unit ads are often written in Korean , and many houses are rented to South Koreans .",South Koreans,/location/country /location,"-LRB- NN -RRB- IN DT NN , JJ NN NNS VBP RB VBN IN JJ , CC JJ NNS VBP VBN TO NNP NNPS .",O O O O O O O O O O O O O O O O O O O O O O LOCATION LOCATION O,O /other/organization O O O O O O O O O O O O /bio/nationality O O O O O O O O O O,O O O O O O O O O O O O O O NATIONALITY O O O O O O O O O O
2,3,"Dentsu has U.S. subsidiaries , but they keep low profiles .",U.S.,/other/currency,"NNP VBZ NNP NNS , CC PRP VBP JJ NNS .",ORGANIZATION O LOCATION O O O O O O O O,/other/organization O /location/country O O O O O O O O,ORGANIZATION O COUNTRY O O O O O O O O
38,39,"`` The market needs a strong signal that we 're serious about deficit reduction , and the best way to do that is for the House of Representatives to strip their bill '' of similar provisions , Sen. Warren Rudman-LRB-R . , N.H.-RRB - . said yesterday .",Warren,/person/artist/author /person/political_figure /person/artist /person/legal /person,"`` DT NN VBZ DT JJ NN IN PRP VBP JJ IN NN NN , CC DT JJS NN TO VB DT VBZ IN DT NNP IN NNPS TO VB PRP$ NN '' IN JJ NNS , NNP NNP NN . , NN : . VBD NN .",O O O O O O O O O O O O O O O O O O O O O O O O O ORGANIZATION ORGANIZATION ORGANIZATION O O O O O O O O O O PERSON PERSON O O O O O O O O,O O O O O O O O O O O O O O O O O O O O O O O O O /other/organization /other/organization /other/organization O O O O O O O O O O /contact/name /contact/name O O O O O O /other/organization O,O O O O O O O O O O O O O O O O O O O O O O O O O ORGANIZATION ORGANIZATION ORGANIZATION O O O O O O O O O O PERSON PERSON O O O O O O DATE O
15,16,"He sneaks behind exquisitely detailed makeup by Oscar winner Rick Backer , and even his eyes covered with bright yellow contact lenses , he hardly looks like the star of ' Dumb and Dumber , ' or ' The Truman Show . '",eyes,/other/body_part,"PRP VBZ IN RB JJ NN IN NNP NN NNP NNP , CC RB PRP$ NNS VBN IN JJ JJ NN NNS , PRP RB VBZ IN DT NN IN '' JJ CC NNP , '' CC '' DT NNP NNP . ''",O O O O O O O O O PERSON PERSON O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,/contact/salutation O O O O O O O O /contact/first_name /contact/first_name O O O /contact/first_name O O O O O O O O /contact/salutation O O O O O O O O O O O O O O O O O O O,O O O O O O O O O PERSON PERSON O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
0,1,"The funds run one way from Arlington , just as they do from Fairfax -- down to Richmond and then around the state .",The,/organization/company/news /other/art /other/art/writing /organization /organization/company,"DT NNS VBP CD NN IN NNP , RB IN PRP VBP IN NNP : RB TO NNP CC RB IN DT NN .",O O O O O O LOCATION O O O O O O LOCATION O O O LOCATION O O O O O O,O O O /other/number O O /location/city O O O O O O /location/city O O O /location/city O O O O O O,O O O NUMBER O O CITY O O O O O O CITY O O O CITY O O O O O O
0,1,Harsco declined to say what country placed the order .,Harsco,/organization /organization/company,NNP VBD TO VB WP NN VBD DT NN .,O O O O O O O O O O,/other/organization O O O O O O O O O,ORGANIZATION O O O O O O O O O
7,9,"Once , in the presence of many Communist Party cadres , a high-ranking official of the State Council 's Taiwan Affairs Office asked him this question : `` You 've gathered so many Taiwan firms in Dongguan and stirred up such enthusiasm among them-but for what purpose ? ``",Communist Party,/organization /organization/political_party /organization/company,"RB , IN DT NN IN JJ NNP NNP NNS , DT JJ NN IN DT NNP NNP POS NNP NNP NNP VBD PRP DT NN : `` PRP VBP VBN RB JJ NNP NNS IN NNP CC VBD RP JJ NN IN JJ IN WP NN . ``",O O O O O O O O O O O O O O O O ORGANIZATION ORGANIZATION ORGANIZATION ORGANIZATION ORGANIZATION ORGANIZATION O O O O O O O O O O O LOCATION O O LOCATION O O O O O O O O O O O O,/other/organization O O O O O O /other/organization /other/organization O O O O O O O /other/organization /other/organization /other/organization /location/province /other/organization /other/organization O /contact/name O O O O O O O O O /location/country O O /location/city O O O O O O O O O O O O,DATE O O O O O O ORGANIZATION ORGANIZATION O O O O O O O ORGANIZATION ORGANIZATION ORGANIZATION ORGANIZATION ORGANIZATION ORGANIZATION O O O O O O O O O O O COUNTRY O O LOCATION O O O O O O O O O O O O
28,30,"Farmers who work in the city are generally a young workforce in their prime , while this is the period in which their children attend primary or junior high school .",high school,/person/title /person,"NNS WP VBP IN DT NN VBP RB DT JJ NN IN PRP$ JJ , IN DT VBZ DT NN IN WDT PRP$ NNS VBP JJ CC JJ JJ NN .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
12,13,"The ground along the Embarcadero the street that skirts the city 's eastern boundary and piers -- dropped six inches after the quake , wreaking major damage to at least one of the piers .",eastern,/location,"DT NN IN DT NNP DT NN WDT VBZ DT NN POS JJ NN CC NNS : VBD CD NNS IN DT NN , VBG JJ NN TO IN JJS CD IN DT NNS .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O /location/city O O O O O O O O O O O O O /other/number O O O O O O O O O O O /other/number O O O O,O O O O LOCATION O O O O O O O O O O O O O NUMBER O O O O O O O O O O O NUMBER O O O O
0,1,"The people of Ekron called all the Philistine rulers together and said to the rulers , `` Send the Box of the God of Israel back home before it kills us and our people ! ''",The,/person/artist /person/political_figure /person/artist/actor /person/artist/author /person/military /person,"DT NNS IN NNP VBD PDT DT JJ NNS RB CC VBD TO DT NNS , `` VB DT NNP IN DT NNP IN NNP RB NN IN PRP VBZ PRP CC PRP$ NNS . ''",O O O LOCATION O O O LOCATION O O O O O O O O O O O O O O O O LOCATION O O O O O O O O O O O,O O O /location/city O O O /location O O O O O O O O O O O O O O O O /location/country O O O O O O O O O O O,O O O LOCATION O O O LOCATION O O O O O O O O O O O O O O O O COUNTRY O O O O O O O O O O O
42,43,"The Fed 's efforts at secrecy were partly foiled Sunday morning , when both the New York Times and the Washington Post carried stories quoting a senior Fed official saying the central bank was prepared to pour cash into the banking system Monday morning .",Monday,/other/art /other/art/broadcast,"DT NNP POS NNS IN NN VBD RB JJ NNP NN , WRB CC DT NNP NNP NNP CC DT NNP NNP VBD NNS VBG DT JJ NNP NN VBG DT JJ NN VBD VBN TO VB NN IN DT NN NN NNP NN .",O ORGANIZATION O O O O O O O DATE TIME O O O O ORGANIZATION ORGANIZATION ORGANIZATION O O LOCATION O O O O O O ORGANIZATION O O O O O O O O O O O O O O DATE TIME O,O /other/organization O O O O O O O /other/datetime/date /other/datetime O O O O /other/organization /other/organization /other/organization O O /other/organization /other/organization O O O O O /other/organization O O O O O O O O O O O O O O /other/datetime/date /other/datetime O,O ORGANIZATION O O O O O O O DATE TIME O O O O ORGANIZATION ORGANIZATION ORGANIZATION O O ORGANIZATION ORGANIZATION O O O O O ORGANIZATION O O O O O O O O O O O O O O DATE TIME O
0,1,"His successor , Vojislav Kostunica leader to admit Army and police forces committed widespread killings in Kosovo last year .",His,/person/artist /person/political_figure /person/artist/actor /person/artist/author /person/military /person/athlete /person,"PRP$ NN , NNP NNP NN TO VB NNP CC NN NNS VBN JJ NNS IN NNP JJ NN .",O O O PERSON PERSON O O O ORGANIZATION O O O O O O O LOCATION DATE DATE O,/contact/first_name O O /contact/name /contact/name /contact/salutation O O /other/organization O O O O O O O /location/country /other/datetime/date /other/datetime/date O,O O O PERSON PERSON TITLE O O ORGANIZATION O O O O O O O COUNTRY DATE DATE O
14,16,"We 'll have some coverage of that coming up , but up next , Andrew Jackson is getting a makeover of sorts , and it 's all in the name of fighting crime .",Andrew Jackson,/person/artist/author /person/military /person/political_figure /person/artist /person,"PRP MD VB DT NN IN DT VBG RB , CC RB JJ , NNP NNP VBZ VBG DT NN IN NNS , CC PRP VBZ DT IN DT NN IN VBG NN .",O O O O O O O O O O O O O O PERSON PERSON O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O /contact/first_name /contact/first_name O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O PERSON PERSON O O O O O O O O O O O O O O O O O O
9,10,When we come back what does the narrow Republican victory in Ohio mean for the President ?,victory,/other/supernatural,WRB PRP VBP RB WP VBZ DT JJ JJ NN IN NNP VB IN DT NNP .,O O O O O O O O O O O LOCATION O O O O O,O O O O O O O O /interest/ideology O O /location/province/us_province O O O /contact/salutation O,O O O O O O O O IDEOLOGY O O STATE_OR_PROVINCE O O O TITLE O
6,7,"So from that time on , Saul watched David very closely .",Saul,/person/political_figure /person,"RB IN DT NN IN , NNP VBD NNP RB RB .",O O O O O O PERSON O PERSON O O O,O O O O O O /contact/first_name O /contact/first_name O O O,O O O O O O PERSON O PERSON O O O
1,2,The oil gravitates to the top and lubricates .,oil,/other/food,DT NN VBZ TO DT JJ CC VBZ .,O O O O O O O O O,O O O O O O O O O,O O O O O O O O O
3,4,"He doubts a Bismarckian super state will emerge that would dominate Europe , but warns of `` a risk of profound change in the heart of the European Community from a Germany that is too strong , even if democratic . ''",Bismarckian,/person/artist/author /person/political_figure /person/artist /person,"PRP VBZ DT JJ JJ NN MD VB DT MD VB NNP , CC VBZ IN `` DT NN IN JJ NN IN DT NN IN DT NNP NNP IN DT NNP WDT VBZ RB JJ , RB IN JJ . ''",O O O O O O O O O O O LOCATION O O O O O O O O O O O O O O O ORGANIZATION ORGANIZATION O O LOCATION O O O O O O O O O O,/contact/salutation O O /other O O O O O O O /location/continent O O O O O O O O O O O O O O O /other/organization /other/organization O O /location/country O O O O O O O /interest/ideology O O,O O O MISC O O O O O O O LOCATION O O O O O O O O O O O O O O O ORGANIZATION ORGANIZATION O O COUNTRY O O O O O O O IDEOLOGY O O
3,4,Herod wants to kill the child and will soon start looking for him .,kill,/other/health/malady /other/health,NNP VBZ TO VB DT NN CC MD RB VB VBG IN PRP .,O O O O O O O O O O O O O O,/contact/name O O O O O O O O O O O /contact/name O,PERSON O O O O O O O O O O O O O
1,2,"Mr. Barak told a news conference he is not trying to speed up peace negotiations in order to win re-election , but that he will not delay efforts to end the violence .",Barak,/person/political_figure /person,"NNP NNP VBD DT NN NN PRP VBZ RB VBG TO VB RP NN NNS IN NN TO VB NN , CC IN PRP MD RB VB NNS TO VB DT NN .",O PERSON O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O /contact/name O O O O /contact/salutation O O O O O O O O O O O O O O O O O O O O O O O O /bio/cause_of_death O,O PERSON O O O O O O O O O O O O O O O O O O O O O O O O O O O O O CAUSE_OF_DEATH O
2,3,Egyptian President Mohammed Hosni Mubarak ended a 3-day State visit to China this morning and left Beijing to return home .,Mohammed,/person/artist/author /person/military /person/religious_leader /person/artist /person,JJ NNP NNP NNP NNP VBD DT JJ NNP NN TO NNP DT NN CC VBD NNP TO VB NN .,O O PERSON PERSON PERSON O O O O O O LOCATION TIME TIME O O LOCATION O O O O,/bio/nationality /contact/salutation /contact/first_name /contact/first_name /contact/first_name O O /other/datetime O O O /location/country /other/datetime /other/datetime O O /location/city O O O O,NATIONALITY TITLE PERSON PERSON PERSON O O DURATION O O O COUNTRY TIME TIME O O CITY O O O O
12,13,This growth puts Houston in the top five metro areas in the nation last year .,nation,/location/country /location /location/structure/government /location/structure,DT NN VBZ NNP IN DT JJ CD NN NNS IN DT NN JJ NN .,O O O LOCATION O O O O O O O O O O O O,O O O /location/city O O O /other/number O O O O O /other/datetime/date /other/datetime/date O,O O O CITY O O O NUMBER O O O O O DATE DATE O
51,52,"Fast-forward to today 's GI : innured to violence by a lifetime of ultra-violent `` Kill Bill '' movies , ultra-violent FPS video games , he has become the thing an earlier generation was taught was most detestable : a nazi storm trooper , a self-appointed SS death 's - head executioner .",executioner,/other/event /other/event/protest,"NN TO NN POS NN : VBN TO NN IN DT NN IN JJ `` VB NNP '' NNS , JJ NN NN NNS , PRP VBZ VBN DT NN DT JJR NN VBD VBN VBD RBS JJ : DT JJ NN NN , DT JJ NN NN POS : NN NN .",O O O O O O O O O O O O O O O O O O O O O ORGANIZATION O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O /other/organization O O O O O /bio/cause_of_death O O O O O O O O O O O O O O O O /contact/salutation O O O O O O O O O O O O O O /interest/ideology /bio/cause_of_death /contact/salutation O O O O O O O O /contact/salutation O,O O DATE O O O O O CAUSE_OF_DEATH O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O IDEOLOGY CAUSE_OF_DEATH TITLE O O O O O O O O TITLE O
0,1,"As at the Zurich bank , the minimum investment for individuals will be high : about a million German marks-LRB - $ 538,000-RRB - , three times what many other West German investment banks require .",As,/other/scientific,"IN IN DT NNP NN , DT JJ NN IN NNS MD VB JJ : IN DT CD JJ NN : $ JJ : , CD NNS WP JJ JJ JJ JJ NN NNS VBP .",O O O LOCATION O O O O O O O O O O O O O O O O O MONEY MONEY O O O O O O O O O O O O O,O O O /location/city O O O O O O O O O O O O O /other/number /bio/nationality O O /finance/currency /finance/currency O O /other/number O O O O /location /location O O /finance/currency /finance/currency,O O O CITY O O O O O O O O O O O O O NUMBER NATIONALITY O O MONEY MONEY O O NUMBER O O O O MISC NATIONALITY O O O O
1,2,Saddam Hussein : Is n't funny that the wolf is being entrusted with the sheep ?,Hussein,/person/artist/author /person/political_figure /person/artist /person,NNP NNP : VBZ RB JJ IN DT NN VBZ VBG VBN IN DT NN .,O O O O O O O O O O O O O O O O,/contact/name /contact/name O O O O O O O O O O O O O O,PERSON PERSON O O O O O O O O O O O O O O
13,14,"So , we can see immediately that the resonances with the play of Beckett , but Gao Xingjian really before 1989 felt , that he was unable to write and to have his plays produced , as he would wish , and so left China couple of years before the incident at Tiananmen in 1989 .",Beckett,/person/artist/director /person/artist /person/artist/music /person/artist/author /person /person/athlete,"RB , PRP MD VB RB IN DT NNS IN DT NN IN NNP , CC NNP NNP RB IN CD VBD , IN PRP VBD JJ TO VB CC TO VB PRP$ NNS VBD , IN PRP MD VB , CC RB JJ NNP NN IN NNS IN DT NN IN NNP IN CD .",O O O O O O O O O O O O O PERSON O O ORGANIZATION O O O DATE O O O O O O O O O O O O O O O O O O O O O O O LOCATION O O O O O O O LOCATION O DATE O,O O O O O O O O /contact/salutation O O O O /contact/name O O /contact/name /contact/name O O /other/datetime/date O O O O O O O O O O O /contact/first_name O O O O O O O O O O O /location/country /other/datetime /other/datetime /other/datetime O O O O /location O /other/datetime/date O,O O O O O O O O O O O O O PERSON O O PERSON PERSON O O DATE O O O O O O O O O O O O O O O O O O O O O O O COUNTRY DURATION DURATION DURATION O O O O LOCATION O DATE O
0,1,What did you see when you got there ?,What,/organization /organization/company,WP VBD PRP VB WRB PRP VBD EX .,O O O O O O O O O,O O O O O O O O O,O O O O O O O O O
0,1,Taihang Mountain will forever remember that great battle during the Chinese people 's War of Resistance against Japan .,Taihang,/location/geography/mountain /location/geography /location,NNP NNP MD RB VB DT JJ NN IN DT JJ NNS POS NN IN NN IN NNP .,ORGANIZATION ORGANIZATION O O O O O O O O O O O O O O O LOCATION O,/location /location O O O O O O O O /bio/nationality O O /bio/cause_of_death O O O /location/country O,LOCATION LOCATION O O O O O O O O NATIONALITY O O CAUSE_OF_DEATH O O O COUNTRY O
7,8,Brazil 's Globo television reported that historian Fico from the Federal University of Rio de Janeiro conducted this investigation .,Fico,/person/political_figure /person,NNP POS NNP NN VBD IN NN NN IN DT NNP NNP IN NNP IN NNP VBD DT NN .,LOCATION O O O O O O O O O ORGANIZATION ORGANIZATION ORGANIZATION ORGANIZATION ORGANIZATION ORGANIZATION O O O O,/location/country O /other/organization O O O /contact/salutation O O O /other/organization /other/organization /other/organization /other/organization /other/organization /other/organization O O O O,COUNTRY O ORGANIZATION O O O TITLE O O O ORGANIZATION ORGANIZATION ORGANIZATION ORGANIZATION ORGANIZATION ORGANIZATION O O O O
8,9,But some say IOLAUS cut off Eurystheus ' head and Alcmene then gouged out his eyes with a spike .,head,/other/body_part,CC DT VBP JJ VBN RP NNP POS NN CC NN RB VBD RP PRP$ NNS IN DT NN .,O O O O O O O O O O PERSON O O O O O O O O O,O O O O O O O O O O /contact/name O O O /contact/first_name O O O O O,O O O O O O O O O O PERSON O O O O O O O O O
5,6,Mayaw Biho-LRB-Chinese name Peng Shih-sheng-RRB-was born in 1969 .,born,/other/health/treatment /other/health,NNP NNP NN NNP NNP VBN IN CD .,O O O O O O O DATE O,/contact/name /contact/name O /contact/name /contact/name O O /other/datetime/date O,PERSON PERSON O PERSON PERSON O O DATE O
18,19,"because I know that if he 's dumb enough to plunk down $ 15K in upgrades to a Neon , there is no way he knows how to drive .",Neon,/other/product/car /other/product,"IN PRP VBP IN IN PRP VBZ JJ RB TO VB RP $ CD IN NNS TO DT NN , EX VBZ DT NN PRP VBZ WRB TO VB .",O O O O O O O O O O O O MONEY MONEY O O O O O O O O O O O O O O O O,O O O O O /contact/salutation O O O O O O /finance/currency /finance/currency O O O O O O O O O O O O O O /finance/currency /finance/currency,O O O O O O O O O O O O MONEY MONEY O O O O O O O O O O O O O O O O
14,15,"-LSB- jeffery7373 -RSB- Among many problems related to the reunification of the motherland , Mongolia has low priority , far less important than Taiwan , Diaoyu Island and South Sea .",Mongolia,/location/country /location,"-LRB- NN -RRB- IN JJ NNS VBN TO DT NN IN DT NN , NNP VBZ JJ NN , RB RBR JJ IN NNP , NNP NNP CC NNP NNP .",O O O O O O O O O O O O O O LOCATION O O O O O O O O LOCATION O LOCATION LOCATION O LOCATION LOCATION O,O /other/organization O O O O O O O O O O O O /location/country O O O O O O O O /location/province O /location /location O /location /location O,O O O O O O O O O O O O O O COUNTRY O O O O O O O O COUNTRY O LOCATION LOCATION O LOCATION LOCATION O
0,1,People in Glass houses tend to look stoned .,People,/other/art /other/art/writing,NNS IN NN NNS VBP TO VB VBN .,O O O O O O O O O,O O O O O O O O O,O O O O O O O O O
6,7,Other major Japanese computer companies contacted yesterday said they have never made such bids .,yesterday,/other/event /other/event/holiday,JJ JJ JJ NN NNS VBN NN VBD PRP VBP RB VBN JJ NNS .,O O O O O O O O O O O O O O O,O O /bio/nationality O O O /other/organization O O O O O O O O,O O NATIONALITY O O O DATE O O O O O O O O
1,2,"The Jewish leaders could not find a way to punish the apostles , because all the people were praising God for what had been done .",Jewish,/other/religion,"DT JJ NNS MD RB VB DT NN TO VB DT NNS , IN PDT DT NNS VBD VBG NNP IN WP VBD VBN VBN .",O O O O O O O O O O O O O O O O O O O O O O O O O O,O /interest/religion O O O O O O O O O O O O O O O O O O O O O O O O,O RELIGION O O O O O O O O O O O O O O O O O O O O O O O O
9,10,"Surely , the Kalaingar by virtue of being a Tamil ' scholar ' , must have read the profuse Tamil literature besides being quite familiar with the history of this land , which is supposed to predate even stone and sand .",Tamil,/other/language,"RB , DT NNP IN NN IN VBG DT NN '' NN '' , MD VB VBN DT JJ JJ NN IN VBG RB JJ IN DT NN IN DT NN , WDT VBZ VBN TO VB RB NN CC NN .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O /location O O O O O /other O /contact/salutation O O O O O O O /other O O O O O O O O O O O O O O O O O O O O O O,O O O LOCATION O O O O O MISC O TITLE O O O O O O O MISC O O O O O O O O O O O O O O O O O O O O O O
